#OTU_ID,Kingdom,Phyla,Class,Order,Family,Genus,Species,Strain
ebeeaa9a264df2c3c051a94b7599add5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,ebeeaa9a264df2c3c051a94b7599add5
ed5a890bac40a1e5a02c15ed59f1278f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,ed5a890bac40a1e5a02c15ed59f1278f
ed6719722dda2ee609cfd0ccbac3b905,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,ed6719722dda2ee609cfd0ccbac3b905
f19bad1c62889e65ce10b474d217ad40,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f19bad1c62889e65ce10b474d217ad40
f1a0a07de60fa56faf2fdd2e1f9d0c24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f1a0a07de60fa56faf2fdd2e1f9d0c24
f1bda8a7e9d6aaf5eef4afbf0e9fe23d,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f1bda8a7e9d6aaf5eef4afbf0e9fe23d
f26117d49b0b7010858da68ccde87fcd,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f26117d49b0b7010858da68ccde87fcd
f2ace45b98f5b2959af39ddd076324d5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f2ace45b98f5b2959af39ddd076324d5
f42ac0c7cfd33fc0ee2954d85f09ef90,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f42ac0c7cfd33fc0ee2954d85f09ef90
f4b3e5792c72fe10bb2c498a4d77df5a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f4b3e5792c72fe10bb2c498a4d77df5a
f4c7ce543ae1affaa393568a2cfa509b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f4c7ce543ae1affaa393568a2cfa509b
f58676592400311a108c820db6b7714f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f58676592400311a108c820db6b7714f
f5ba19947a1e4452e6f9e9a09b9ceaa4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f5ba19947a1e4452e6f9e9a09b9ceaa4
f7eb9d4fccfd0cb8c00ac9a09a7611e7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f7eb9d4fccfd0cb8c00ac9a09a7611e7
f8ce7c6c92981ee53becef8fe392dc2c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f8ce7c6c92981ee53becef8fe392dc2c
f8e0b369adbcef823f051bf94d20dc55,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,f8e0b369adbcef823f051bf94d20dc55
fab369498eba83367fe7aa8617339d67,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,fab369498eba83367fe7aa8617339d67
fdcde97f6ae3fd2ed63661d50544994c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,fdcde97f6ae3fd2ed63661d50544994c
fed7fc094a1eaa73fe54d3e4abba2fea,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,fed7fc094a1eaa73fe54d3e4abba2fea
ff95f3d28d4b9d2fb13876cd0c9ce817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,ff95f3d28d4b9d2fb13876cd0c9ce817
fff4cfb1c1d04030ea8d58a94e048acf,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,fff4cfb1c1d04030ea8d58a94e048acf
27afd7f96509aa25c0761e0598f122ce,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,,27afd7f96509aa25c0761e0598f122ce
0eecc00deecf39194a1c83fd84b3fcde,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,0eecc00deecf39194a1c83fd84b3fcde
17efffa9d1bba482a9abe1b277c33960,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,17efffa9d1bba482a9abe1b277c33960
64c852833f4cac80dd0c13b126ffc437,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,64c852833f4cac80dd0c13b126ffc437
b1d9d84c622eeb1a9973925fac90521a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,b1d9d84c622eeb1a9973925fac90521a
f7943c469085355ce34fe9a63257bd83,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,f7943c469085355ce34fe9a63257bd83
440c2efe967ef5b37c77361f004cda75,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Insolitispirillum,,440c2efe967ef5b37c77361f004cda75
f98aa525f78d9b6447bffdec28c743a1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella,Ambiguous_taxa,f98aa525f78d9b6447bffdec28c743a1
4f3cff547d0d8e196a00efb70a358718,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,uncultured,,4f3cff547d0d8e196a00efb70a358718
cb033357926af576eeb740158dda0658,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,,,cb033357926af576eeb740158dda0658
3148414b5464fd934e1283209ac79b06,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,marine metagenome,marine metagenome,3148414b5464fd934e1283209ac79b06
5d7e7efd93ec7255c6ec1cb831a5a58a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured bacterium,uncultured bacterium,5d7e7efd93ec7255c6ec1cb831a5a58a
9e3192b5560b2c37fdd141e5e908a5ff,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured bacterium,uncultured bacterium,9e3192b5560b2c37fdd141e5e908a5ff
fd4de8a999e3cb2fbeeba49fa3a13024,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,,,fd4de8a999e3cb2fbeeba49fa3a13024
f52492d8d3275e7f09990ec5b49a81d5,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Echinogammarus veneris,Echinogammarus veneris,f52492d8d3275e7f09990ec5b49a81d5
035e6a6a202591c3b3f2b04c8bbd12ab,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,metagenome,metagenome,035e6a6a202591c3b3f2b04c8bbd12ab
2886a78e7f43ac25b3411aa720f029c3,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,metagenome,metagenome,2886a78e7f43ac25b3411aa720f029c3
60f575c6516169b0f6c29c29ca447706,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,metagenome,metagenome,60f575c6516169b0f6c29c29ca447706
8207d4a4d75ffd20d9ce450a9a27e4b5,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,metagenome,metagenome,8207d4a4d75ffd20d9ce450a9a27e4b5
075800c66cd0883fdaeac5e07ee194d7,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,075800c66cd0883fdaeac5e07ee194d7
0786c21ef008db479358e488592d4c1e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,0786c21ef008db479358e488592d4c1e
19370d4ab33e7c7f07851c7968bb9b56,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,19370d4ab33e7c7f07851c7968bb9b56
1f1ce438292caaf61836dfd9667d833e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,1f1ce438292caaf61836dfd9667d833e
2562e4497bc6df20480874e3e4a7fa50,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,2562e4497bc6df20480874e3e4a7fa50
2a37fd0bb2b413777da660a7603dbb76,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,2a37fd0bb2b413777da660a7603dbb76
2d475c76ed2bf0cf3996c5f352f087c2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,2d475c76ed2bf0cf3996c5f352f087c2
322674c8d199adefb4d5b374ea3b2d51,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,322674c8d199adefb4d5b374ea3b2d51
334385906cb510fe70d29c09ba0366da,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,334385906cb510fe70d29c09ba0366da
3f4ea5b02c5ab996dad84229b926d27a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,3f4ea5b02c5ab996dad84229b926d27a
478eff46c9bb3fe157262376523a80a3,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,478eff46c9bb3fe157262376523a80a3
4fb2ea34e1d1feb28a0f80b6f0134b21,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,4fb2ea34e1d1feb28a0f80b6f0134b21
502faef9649b386801fdc4e231658e5c,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,502faef9649b386801fdc4e231658e5c
51f35cddbddebd309a4b4eede2f76669,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,51f35cddbddebd309a4b4eede2f76669
5769e0d3f22ba91cc8f4115528397b56,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,5769e0d3f22ba91cc8f4115528397b56
5d9b62b2c2a3b1b7e2bb00352d91be52,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,5d9b62b2c2a3b1b7e2bb00352d91be52
6b4d691cc7ad597e0572aa6273f2d534,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,6b4d691cc7ad597e0572aa6273f2d534
7019cdfa8982a9a26f0405939d173db8,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,7019cdfa8982a9a26f0405939d173db8
71f0aea4eec4fc03ff84bdd58e9e9edf,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,71f0aea4eec4fc03ff84bdd58e9e9edf
7e1f5ba4cf5c92191ff2d08c9b8b94cc,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,7e1f5ba4cf5c92191ff2d08c9b8b94cc
81ceadffe75decae9a31d9c9052dc191,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,81ceadffe75decae9a31d9c9052dc191
8460fb74df05f1d009e2b60629fb2095,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,8460fb74df05f1d009e2b60629fb2095
8604b803db101812a2a37f64feffa284,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,8604b803db101812a2a37f64feffa284
87e22bc767b612a77d636651cf2bd6c9,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,87e22bc767b612a77d636651cf2bd6c9
89abdda9d8cd7fa9c444010b8b772dfb,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,89abdda9d8cd7fa9c444010b8b772dfb
8ee8440ba6f43c9d4c91e3baabea2483,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,8ee8440ba6f43c9d4c91e3baabea2483
90852664d052287669a046aaa02631a1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,90852664d052287669a046aaa02631a1
94cfcf24094eb3537c335c7f34d6b36b,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,94cfcf24094eb3537c335c7f34d6b36b
961097353d5c5c8e12ba8265e7ab529f,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,961097353d5c5c8e12ba8265e7ab529f
9ff6be5fce330c2702235aaea67655b2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,9ff6be5fce330c2702235aaea67655b2
a48debd337b516d41a2dd4ed868476c6,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,a48debd337b516d41a2dd4ed868476c6
bc06e2ef16ed476b394ecd29f9f38857,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,bc06e2ef16ed476b394ecd29f9f38857
dc12f5826ed78c000c9d9cdf4c1b56bd,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,dc12f5826ed78c000c9d9cdf4c1b56bd
dcd9aac8503a83d71194ae23b58687b4,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,dcd9aac8503a83d71194ae23b58687b4
dd7cd30a5e8c6778674961cb2cb54cb3,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,dd7cd30a5e8c6778674961cb2cb54cb3
de4a6c5ae6a2eb3fa212320d753d28c1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,de4a6c5ae6a2eb3fa212320d753d28c1
debac359bae907371f509353ffb83a5c,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,debac359bae907371f509353ffb83a5c
e854a2588d0e57ec63886c14912e7b15,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,e854a2588d0e57ec63886c14912e7b15
ecfc937b127b8f7ea675a3e84aca085c,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,uncultured bacterium,ecfc937b127b8f7ea675a3e84aca085c
840c85550cf519c56fbd93b4ad82a5b2,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured Rickettsiales bacterium,uncultured Rickettsiales bacterium,840c85550cf519c56fbd93b4ad82a5b2
0ea521e0ec97af0e5d5dad2b93190ed8,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,0ea521e0ec97af0e5d5dad2b93190ed8
28d0c59edcfec5137f2c34b385963ce6,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,28d0c59edcfec5137f2c34b385963ce6
34af1e1c6ed4c9e2dd8425d3964c09e5,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,34af1e1c6ed4c9e2dd8425d3964c09e5
cb88c9bda4aa6c96b89082e5295c4e40,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,cb88c9bda4aa6c96b89082e5295c4e40
ed68fc9bafe70625e0d855a8e9e85b8c,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,,ed68fc9bafe70625e0d855a8e9e85b8c
0c6189f7ed44781cc0e83c7f49a73e5e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,,0c6189f7ed44781cc0e83c7f49a73e5e
992d62c68ea9bd78a2785db0b89ba205,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,,992d62c68ea9bd78a2785db0b89ba205
4eef4e9bf62978489950f2f63659f1ae,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,metagenome,4eef4e9bf62978489950f2f63659f1ae
6042d3c8f85260d5394dd8711961c9a9,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,metagenome,6042d3c8f85260d5394dd8711961c9a9
c0e72ea889e52d98246a691d5e8bb4df,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,uncultured bacterium,c0e72ea889e52d98246a691d5e8bb4df
f6fd93eda3824504b2d4a3637916a5f7,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,uncultured bacterium,f6fd93eda3824504b2d4a3637916a5f7
8cd8c9ec167f63a416dd95aae3f48fcf,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,,8cd8c9ec167f63a416dd95aae3f48fcf
f8b2996c014804fd4e9447a8f07209cb,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,,f8b2996c014804fd4e9447a8f07209cb
294fcd3e93cb730795a26db9d451aed0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,,294fcd3e93cb730795a26db9d451aed0
179cae841d660ce10ea40cbb3ab23022,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium,179cae841d660ce10ea40cbb3ab23022
36c4a4286ff910776273ab4b1b0b4ae4,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium,36c4a4286ff910776273ab4b1b0b4ae4
469e5fdce2bb9df28f70a62417794c66,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium,469e5fdce2bb9df28f70a62417794c66
6ae148e8993517577e33b037e48fcb1e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium,6ae148e8993517577e33b037e48fcb1e
cd6dd98ec3b8865a14f6f21d07e49821,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,uncultured bacterium,cd6dd98ec3b8865a14f6f21d07e49821
d924fd28191ab7c47e4da09b593f6c21,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,,d924fd28191ab7c47e4da09b593f6c21
e399a7e679a8b75c8a18b0442a8eb2fb,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,,e399a7e679a8b75c8a18b0442a8eb2fb
c1892d7a7986c439539aad97306b2249,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,uncultured,Grylloblatta bifratrilecta,Grylloblatta bifratrilecta,c1892d7a7986c439539aad97306b2249
e5511f02b0f79af70d00790d68840149,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,uncultured,Grylloblatta bifratrilecta,Grylloblatta bifratrilecta,e5511f02b0f79af70d00790d68840149
697ea88e7f3f0e7b636873420110ce50,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,uncultured,uncultured bacterium,uncultured bacterium,697ea88e7f3f0e7b636873420110ce50
e16a335e4052d11d6feedf711e7236e3,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,e16a335e4052d11d6feedf711e7236e3
4e29915e43fcca4fa061a149ef2a717f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,,4e29915e43fcca4fa061a149ef2a717f
4ea6e96f4375a67b537de08a2f573062,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,,4ea6e96f4375a67b537de08a2f573062
e64d4edfad54d66c8873ee3f67056e15,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,,e64d4edfad54d66c8873ee3f67056e15
13eafbc5c95294d2b41098fa70cedf18,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,,13eafbc5c95294d2b41098fa70cedf18
9c303144a209ced589be1a679907ac86,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,9c303144a209ced589be1a679907ac86
ba5c18595f7709e57e3d11e84e864be0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,ba5c18595f7709e57e3d11e84e864be0
c9a2df62be60d9f24f8030f073b1a887,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,c9a2df62be60d9f24f8030f073b1a887
addd1cbdf70cbbbab643370cca13dc83,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,,addd1cbdf70cbbbab643370cca13dc83
340f589dcfcd39391b059c555d01d330,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,340f589dcfcd39391b059c555d01d330
06b644228eae7d16f1e65ab6857d30aa,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,06b644228eae7d16f1e65ab6857d30aa
bd7414bf8f08eaeb43620bf31a547cce,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,bd7414bf8f08eaeb43620bf31a547cce
74ee511cc14c7bb79f8a8e670d1e7248,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,74ee511cc14c7bb79f8a8e670d1e7248
a42bb0607cf575eeff80ee6229423f42,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,a42bb0607cf575eeff80ee6229423f42
c68e664520766ab782336d8f97fab13b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella,,c68e664520766ab782336d8f97fab13b
1766c639f9bd720a4cbe18e08c0ccb49,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,1766c639f9bd720a4cbe18e08c0ccb49
a4ec5a815cf61204bb676d98847feae1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,a4ec5a815cf61204bb676d98847feae1
b0d1fe3f5eb070f88636ff69093349a6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,b0d1fe3f5eb070f88636ff69093349a6
b3e92d27aa4db9395a8ce179b885c5aa,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,,b3e92d27aa4db9395a8ce179b885c5aa
0dc19ff12b4603418f3bed2fd723cbad,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Thalassobaculum,alpha proteobacterium BAL199,0dc19ff12b4603418f3bed2fd723cbad
b16041e5d8380040798f47203ba26782,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Tistrellaceae,Tistrella,Ambiguous_taxa,b16041e5d8380040798f47203ba26782
d7fb71e732089b299cc3f4c3dc877bfb,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Tistrellaceae,Tistrella,Ambiguous_taxa,d7fb71e732089b299cc3f4c3dc877bfb
7ec5964278eb01a4927875a50a579cec,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,,,,7ec5964278eb01a4927875a50a579cec
fdb591074e6a48e944265aaa99af162b,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,,,,fdb591074e6a48e944265aaa99af162b
04060ea8455532d3294f245decab7e04,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,04060ea8455532d3294f245decab7e04
0e303f64d6d1efe588564b930697aa5a,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,0e303f64d6d1efe588564b930697aa5a
110874a6464d575099e3f690b51b291c,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,110874a6464d575099e3f690b51b291c
16f91ad284d79b7c89c79f3caa0db00d,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,16f91ad284d79b7c89c79f3caa0db00d
217c9da0bb4ca88d821b78c8209fc4e1,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,217c9da0bb4ca88d821b78c8209fc4e1
23eb560f3cb0f75623b11b4be816bf53,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,23eb560f3cb0f75623b11b4be816bf53
244fd1dee8d5d3f1db7b17024bc964e9,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,244fd1dee8d5d3f1db7b17024bc964e9
2afe7c9106e553d56fe9250a2524cdac,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,2afe7c9106e553d56fe9250a2524cdac
30a551145e75db128cb5921c60af97cf,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,30a551145e75db128cb5921c60af97cf
355e5dde3a68e190c88da2309dcd531f,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,355e5dde3a68e190c88da2309dcd531f
36a858d0318e394d174118dcbba30842,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,36a858d0318e394d174118dcbba30842
44db2d34b32f55942e2397992167e378,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,44db2d34b32f55942e2397992167e378
4c9f97706ded17619366229df72cf631,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,4c9f97706ded17619366229df72cf631
4d59c182f491b76cdad6ea557aa71b9c,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,4d59c182f491b76cdad6ea557aa71b9c
4e4c79fa3757e42e13b0165c4d2e695e,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,4e4c79fa3757e42e13b0165c4d2e695e
57f1b51a94dd8b9f2dcd765e8e89e5b9,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,57f1b51a94dd8b9f2dcd765e8e89e5b9
5b231782543abae2a8478dc8a62d418a,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,5b231782543abae2a8478dc8a62d418a
65b3a2c4488e3d87765aa55f2ed6942c,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,65b3a2c4488e3d87765aa55f2ed6942c
6d4982c07f62928739541b9f6ca3d2a3,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,6d4982c07f62928739541b9f6ca3d2a3
7851c554521869a5cd1c05c65cb30e55,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,7851c554521869a5cd1c05c65cb30e55
